Trade,isTrade
"""I have 20 wood and I'm interested in trading them for 19 horses. Would you consider the offer?""",1
"""I'd like to make a trade. I have 11 horses that I'm willing to offer for 26 coal.""",1
"""I'd like to make a trade. I have 42 horses that I'm willing to offer for 31 wood. Would you be interested?""",1
"""I'm willing to offer 35 gold for 30 wood. Let me know if you're interested in making a trade.""",1
"""I have 24 stones that I'm willing to trade for 22 iron. Are you open to a deal?""",1
"""How about a trade? I'll give you 7 iron in exchange for 16 aluminum.""",1
"""I'd like to offer 14 aluminum for 43 coal. Would you be interested in making a trade?""",1
"""How about a trade? I'll give you 37 horses in exchange for 5 coal.""",1
"""I have 37 iron that I'm willing to trade for 5 wood. Would you consider the offer?""",1
"""I have 38 gold and am interested in exchanging them for 22 stones. Are you open to a trade?""",1
"""I'm willing to exchange 1 stones for 40 iron. Let me know if you're interested.""",1
"""I'm looking to trade 38 coal for 22 iron. Would you consider the offer?""",1
"""I have 30 gold that I'm willing to trade for 32 wheat. Are you open to a deal?""",1
"""I'm interested in acquiring 24 wood and am willing to trade 29 horses in exchange. Would you be open to that?""",1
"""I have 30 wood that I'm looking to trade for 5 iron. Let me know if you're interested.""",1
"""I'd like to acquire 6 horses and am willing to offer 1 aluminum in exchange. Are you open to a trade?""",1
"""I'm willing to offer 19 stones for 30 wood. Let me know if you're interested in making a trade.""",1
"""I'm interested in trading 3 coal for 31 gold. What do you think?""",1
"""I have 9 wheat that I'm willing to offer in exchange for 4 coal. Let me know if you're interested in a trade.""",1
"""I'd like to make a trade. I have 19 iron that I can offer for 30 wood.""",1
"""I'd like to make a trade. I have 11 wheat that I can offer for 1 iron.""",1
"""I'm interested in trading 4 stones for 49 coal. Would you be open to a trade?""",1
"""I'm interested in trading 12 iron for 20 coal. What do you think?""",1
"""I'm willing to trade 21 iron for 13 wheat. Is that something you'd be interested in?""",1
"""How about a trade? I have 30 wood that I'm willing to exchange for 49 coal.""",1
"""I'm interested in making a trade. I have 26 wheat that I can offer for 30 aluminum. Would you consider it?""",1
"""I'm looking to diversify my holdings and would like to trade 19 iron for 21 wheat. Would you be interested?""",1
"""I'd like to acquire 13 horses and can offer 47 wheat in exchange. Let me know if you're interested in a trade.""",1
"""I'm looking to trade 1 wood for 39 iron. Would you consider the offer?""",1
"""I have 41 gold that I'm looking to trade for 22 horses. Let me know if you're interested.""",1
"""I'm interested in trading 41 wheat for 26 stones. Let me know if you'd like to make a deal.""",1
"""Are you open to a trade? I have 41 wood that I'm willing to exchange for 48 aluminum.""",1
"""How about we make a deal? I have 24 horses and I'm interested in trading them for 8 iron.""",1
"""I'm willing to trade 44 wheat for 32 iron. Is that something you'd be interested in?""",1
"""How about a trade? I have 19 aluminum that I can offer in exchange for 40 horses.""",1
"""I have 44 horses that I'm interested in trading for 31 wheat. Would you consider the offer?""",1
"""Would you be willing to trade 44 gold for 45 aluminum ? Let me know.""",1
"""I'm willing to offer 25 aluminum for 2 coal. Let me know if you're interested in making a trade.""",1
"""Are you open to a trade? I have 41 horses that I'm willing to exchange for 33 wheat.""",1
"""I'd like to acquire 8 stones and am willing to offer 2 horses in exchange. Are you interested in making a trade?""",1
"""I'm interested in trading 48 horses for 15 coal. What do you think?""",1
"""I'd like to acquire 25 stones and am willing to offer 27 wood in exchange. Would you be interested in a trade?""",1
"""I'd like to offer 15 stones for 37 wheat. Are you open to a trade?""",1
"""Would you be willing to trade 8 horses for 46 wheat ? Let me know.""",1
"""I'd like to make a trade. I have 11 iron that I'm willing to offer for 47 aluminum.""",1
"""I'm looking to diversify my assets and would like to trade 47 iron for 29 wood. Would you consider it?""",1
"""I have 2 stones that I'm looking to trade for 13 wheat. Let me know if you're interested.""",1
"""How about a trade? I have 29 horses that I'm willing to exchange for 32 stones.""",1
"""I'd like to offer 43 wheat for 33 coal. Would you consider the trade?""",1
"""I'm willing to trade 5 coal for 29 horses. Would you consider the offer?""",1
"""I have 39 stones that I'm looking to trade for 49 horses. Would you be open to that exchange?""",1
"""I have 38 stones that I'm willing to exchange for 8 aluminum. Let me know if you're interested in a trade.""",1
"""I have 2 gold that I'm willing to exchange for 13 stones. Let me know if you're interested in a trade.""",1
"""I have 19 aluminum and I'm interested in trading them for 11 horses. Would you consider the offer?""",1
"""I'd like to acquire 31 stones and can offer 16 horses in exchange. Let me know if you're interested in a trade.""",1
"""I'm looking to diversify my holdings and would like to trade 21 horses for 4 gold. Would you be interested?""",1
"""I have 28 aluminum that I'm willing to trade for 7 horses. Would you consider the offer?""",1
"""Would you be willing to trade 19 wood for 50 horses ? Let me know.""",1
"""I have 13 wheat and am interested in exchanging them for 18 iron. Are you open to a trade?""",1
"""I'm willing to trade 15 wheat for 6 coal. Let me know if you're interested.""",1
"""I'd like to acquire 4 wood and can offer 44 coal in exchange. Let me know if you're interested in a trade.""",1
"""How about a trade? I have 16 horses that I can offer in exchange for 38 wood.""",1
"""I'd like to acquire 43 aluminum and am willing to offer 37 gold in exchange. Would you be interested in a trade?""",1
"""I'd like to make a trade. I have 11 coal that I'm willing to offer for 11 wheat.""",1
"""I have 32 wheat that I'm looking to exchange for 50 iron. Would you like to make a trade?""",1
"""I'd like to acquire 21 aluminum and can offer 30 stones in exchange. Let me know if you're interested in a trade.""",1
"""I'm interested in acquiring 44 wheat and am willing to offer 16 gold in exchange. Are you open to a trade?""",1
"""I have 34 wheat and am interested in trading them for 38 aluminum. What do you think?""",1
"""I have 36 wood that I'm willing to trade for 41 wheat. Would you be interested?""",1
"""I have 38 iron that I can trade for 3 stones. Are you interested in making a deal?""",1
"""I'd like to acquire 36 coal and am willing to offer 33 stones in exchange. Are you open to a trade?""",1
"""I have 23 stones that I'm looking to exchange for 9 gold. Would you like to make a trade?""",1
"""I'm looking to diversify my assets and would like to trade 33 wheat for 37 horses. Would you consider it?""",1
"""I have 33 horses that I can trade for 46 wood. Are you interested in making a deal?""",1
"""How about a trade? I have 17 iron that I can offer in exchange for 30 stones.""",1
"""I'm willing to trade 29 iron for 20 horses. Would you consider the offer?""",1
"""How about a trade? I have 46 coal that I can offer in exchange for 46 horses.""",1
"""I'm looking to acquire 20 iron and can offer 32 aluminum in exchange. Would you be interested in a trade?""",1
"""I have 49 iron that I'm interested in trading for 35 gold. Would you consider the offer?""",1
"""I'm looking to acquire 48 iron and am willing to offer 49 aluminum in exchange. Would you be interested?""",1
"""I'm interested in making a trade. I have 48 wood that I can offer for 23 coal. Would you consider it?""",1
"""I'm interested in trading 48 coal for 6 wheat. What do you think?""",1
"""I'd like to make a trade. I have 29 aluminum that I'm willing to offer for 31 horses.""",1
"""I'm looking to diversify my assets and would like to trade 48 horses for 37 gold. Would you consider it?""",1
"""I'm interested in acquiring 6 wood and am willing to trade 15 aluminum in exchange. Would you consider the offer?""",1
"""I have 18 iron that I'm interested in trading for 15 wood. Would you consider the offer?""",1
"""I'm willing to exchange 48 horses for 44 stones. Let me know if you're interested in a trade.""",1
"""I'd like to acquire 3 coal and am willing to trade 15 stones in exchange. Let me know if you're interested in a deal.""",1
"""I have 40 iron and am looking to exchange them for 36 aluminum. Would you be open to a trade?""",1
"""I'm looking to diversify my assets and would like to trade 43 coal for 4 horses. What do you think?""",1
"""I have 6 horses that I can trade for 5 wheat. Are you interested?""",1
"""I have 28 stones that I'm willing to trade for 50 gold. Are you open to a deal?""",1
"""I'm interested in acquiring 19 horses and am willing to trade 44 aluminum in exchange. Would you consider the offer?""",1
"""How about we make a deal? I have 17 horses that I can trade for 31 gold.""",1
"""I'd like to acquire 7 aluminum and am willing to offer 21 iron in exchange. Are you open to a trade?""",1
"""I'm interested in making a trade. I have 48 stones that I can offer for 49 gold. Would you consider it?""",1
"""I'd like to acquire 15 iron and can offer 22 gold in exchange. Would you be interested in trading?""",1
"""I'm willing to trade 2 aluminum for 6 iron. Let me know if you're interested.""",1
"""I'm looking to acquire 48 gold and am willing to offer 36 iron in exchange. Would you be interested?""",1
"""I have 35 horses that I'm willing to trade for 42 coal. Would you be interested?""",1
"""I have 8 coal and I'm interested in trading them for 45 gold. Would you consider the offer?""",1
"""I have 20 stones that I can trade for 26 gold. Are you interested in making a deal?""",1
"""I'm willing to trade 43 stones for 2 gold. Would you consider the offer?""",1
"""I'd like to acquire 31 wood and can offer 8 iron in exchange. Let me know if you're interested in a trade.""",1
"""I'd like to acquire 43 stones and can offer 20 horses in exchange. Let me know if you're interested in a trade.""",1
"""I'm interested in acquiring 25 iron and am willing to trade 49 stones in exchange. Would you be open to that?""",1
"""I'd like to acquire 4 coal and can offer 14 aluminum in exchange. Would you be interested in trading?""",1
"""I'm willing to offer 25 wheat for 22 stones. Are you interested in making a trade?""",1
"""I'd like to trade 50 aluminum for 10 wheat. What do you think?""",1
"""I'm willing to trade 39 wood for 8 wheat. Is that something you'd be interested in?""",1
"""I'm willing to exchange 16 gold for 28 iron. Is that something you'd be interested in?""",1
"""I have 9 aluminum and am interested in exchanging them for 33 iron. Are you open to a trade?""",1
"""I'm interested in making a trade. I have 17 gold that I can offer for 30 horses. Would you consider it?""",1
"""I'm interested in acquiring 40 gold and am willing to trade 41 horses in exchange. Would you consider the offer?""",1
"""I'm interested in trading 4 wood for 2 coal. What do you think?""",1
"""I'm interested in acquiring 3 stones and am willing to trade 14 coal in exchange. Would you consider the offer?""",1
"""I'd like to trade 47 gold for 31 wood. What do you think?""",1
"""I'm interested in trading 47 horses for 41 gold. Let me know if you're interested.""",1
"""I have 34 stones and am looking to exchange them for 41 iron. Would you be open to a trade?""",1
"""I have 29 wheat that I'm looking to exchange for 26 horses. Would you like to make a trade?""",1
"""I'm willing to offer 45 wood for 15 wheat. Are you interested in making a trade?""",1
"""Would you be willing to trade 12 horses for 26 wheat ? Let me know.""",1
"""I'm interested in trading 27 gold for 48 iron. What do you think?""",1
"""I'm looking to diversify my holdings and would like to trade 39 aluminum for 28 wood. Would you be interested?""",1
"""I'd like to acquire 38 iron and am willing to offer 6 wheat in exchange. Would you be interested in a trade?""",1
"""I'd like to offer 26 gold in exchange for 13 wood. Let me know if you're interested in making a trade.""",1
"""I'm willing to exchange 33 stones for 24 wheat. Is that something you'd be interested in?""",1
"""I'm looking to acquire 37 wheat and am willing to offer 38 wood in exchange. Would you be interested?""",1
"""I'd like to acquire 3 stones and am willing to trade 6 wood in exchange. Let me know if you're interested in a deal.""",1
"""I'm willing to trade 36 horses for 21 stones. Let me know if you're interested.""",1
"""I'd like to make a trade. I have 5 horses that I'm willing to offer for 35 gold.""",1
"""How about we make a trade? I'm willing to offer 16 iron in exchange for 36 wheat.""",1
"""I have 18 coal that I'm looking to exchange for 26 wood. Are you open to a trade?""",1
"""I have 5 aluminum that I'm willing to trade for 20 coal. Would you be interested in making a deal?""",1
"""I'm interested in making a trade. I have 18 wheat that I can offer for 5 coal. Would you consider it?""",1
"""How about a trade? I have 3 stones that I can offer in exchange for 17 gold.""",1
"""I have 36 horses and I'm interested in trading them for 24 wood. Would you consider the offer?""",1
"""I'm interested in acquiring 20 stones. I have 18 iron that I can offer in exchange. Would you consider the trade?""",1
"""I'm looking to diversify my assets and would like to trade 22 coal for 17 horses. Would you consider it?""",1
"""I'd like to acquire 9 gold and can offer 43 aluminum in exchange. Let me know if you're interested in a trade.""",1
"""I'm interested in acquiring 32 aluminum. I have 8 iron that I can offer in exchange. Would you consider the trade?""",1
"""How about we make a trade? I'm willing to offer 9 aluminum in exchange for 13 stones.""",1
"""I'm looking to acquire 20 wheat and can offer 6 stones in exchange. Would you be interested in a trade?""",1
"""I have 12 wood that I can trade for 8 aluminum. Are you interested in making a deal?""",1
"""I'm looking to acquire 29 iron and am willing to offer 31 wheat in exchange. Would you be interested?""",1
"""I'm looking to diversify my holdings and would like to trade 21 stones for 29 gold. Would you be interested?""",1
"""I have 10 coal that I'm willing to exchange for 39 stones. Let me know if you're interested in a trade.""",1
"""How about we make a deal? I have 19 wheat and I'm interested in trading them for 31 stones.""",1
"""I have 9 iron that I'm looking to trade for 36 horses. Let me know if you're interested.""",1
"""I'm looking to acquire 30 gold and can offer 9 wheat in exchange. Would you be interested in a trade?""",1
"""I have 27 aluminum and am interested in trading them for 48 gold. What do you think?""",1
"""I have 27 wheat and I'm interested in trading them for 46 stones. Would you consider the offer?""",1
"""I have 25 iron that I'm looking to trade for 41 horses. Would you be open to that exchange?""",1
"""If you're interested in trading, I have 33 iron that I'm willing to offer for 42 coal.""",1
"""I have 26 stones and am looking to trade them for 24 wood. Would you consider the offer?""",1
"""I'd like to acquire 29 gold and am willing to trade 3 iron in exchange. Let me know if you're interested in a deal.""",1
"""I'd like to make a trade. I have 21 iron that I'm willing to offer for 50 aluminum.""",1
"""I'd like to make a trade. I have 6 wheat that I can offer for 24 coal.""",1
"""I'm looking to diversify my assets and would like to trade 27 stones for 37 wood. What do you think?""",1
"""I'm willing to trade 12 wheat for 45 coal. Is that something you'd be interested in?""",1
"""I'm interested in trading 31 coal for 50 wheat. What do you think?""",1
"""I'm willing to offer 36 wheat for 48 horses. Let me know if you're interested in making a trade.""",1
"""I'm looking to acquire 12 coal and am willing to offer 25 horses in exchange. Would you be interested?""",1
"""I'm looking to diversify my holdings and would like to trade 50 iron for 47 gold. Would you be interested?""",1
"""I'm willing to trade 14 horses for 40 wood. Is that something you'd be interested in?""",1
"""I'm looking to acquire 33 aluminum and am willing to trade 31 coal for them. Would you be interested?""",1
"""I'd like to offer 31 coal for 1 wheat. Are you open to a trade?""",1
"""I'm interested in trading 6 stones for 32 iron. What do you think?""",1
"""I have 7 coal that I'm looking to exchange for 38 aluminum. Would you like to make a trade?""",1
"""I'd like to offer 21 aluminum for 23 horses. Would you be interested in making a trade?""",1
"""I'm willing to trade 45 wood for 19 iron. Would you be interested in making a deal?""",1
"""I have 25 wood that I'm looking to exchange for 48 coal. Would you like to make a trade?""",1
"""I have 49 gold that I'm willing to trade for 1 wheat. Would you be interested?""",1
"""I have 12 iron that I'm willing to trade for 12 aluminum. Would you be interested?""",1
"""How about a trade? I'll give you 4 horses in exchange for 21 wheat.""",1
"""I have 29 horses and am looking to trade them for 3 wood. Would you consider the offer?""",1
"""I'm looking to diversify my holdings and would like to trade 19 gold for 41 wheat. Would you be interested?""",1
"""I'm willing to trade 40 coal for 2 gold. Would you consider the offer?""",1
"""How about a trade? I'll give you 48 coal in exchange for 6 wheat.""",1
"""I have 29 wood that I'm willing to trade for 2 gold. Are you open to a deal?""",1
"""I'm interested in acquiring 5 wood. I have 3 horses that I can offer in exchange. Would you consider the trade?""",1
"""I'd like to trade 41 coal for 28 iron. What do you think?""",1
"""I'm interested in acquiring 48 wheat. I have 43 stones that I can offer in exchange. Would you consider the trade?""",1
"""I'd like to make a trade. I have 38 wheat that I'm willing to offer for 31 aluminum. Would you be interested?""",1
"""I have 7 coal that I'm looking to exchange for 15 gold. Would you like to make a trade?""",1
"""I'd like to acquire 36 iron and am willing to offer 33 aluminum in exchange. Are you open to a trade?""",1
"""Are you open to a trade? I have 32 aluminum that I'm willing to exchange for 10 horses.""",1
"""I have 25 horses that I'm willing to trade for 12 coal. Would you consider the offer?""",1
"""I'm willing to exchange 24 iron for 25 horses. Is that something you'd be interested in?""",1
"""I'm looking to acquire 12 gold and am willing to offer 45 coal in exchange. Let me know if you're interested in a trade.""",1
"""I'd like to offer 20 horses for 35 gold. Would you be interested in making a trade?""",1
"""I'd like to trade 19 stones for 45 coal. Let me know if you're interested.""",1
"""I'm interested in acquiring 17 aluminum and am willing to offer 41 stones in exchange. Are you open to a trade?""",1
"""How about we make a deal? I have 44 horses and I'm interested in trading them for 22 wood.""",1
"""How about we make a trade? I'm willing to offer 32 coal in exchange for 34 aluminum.""",1
"""I'm interested in trading 28 gold for 3 wheat. Would you be open to a trade?""",1
"""I'd like to acquire 36 gold and am willing to offer 10 wheat in exchange. Are you open to a trade?""",1
"""I'm looking to diversify my assets and would like to trade 10 gold for 28 wheat. Would you consider it?""",1
"""I'd like to acquire 4 aluminum and can offer 16 wood in exchange. Let me know if you're interested in a trade.""",1
"""I have 21 aluminum that I'm willing to trade for 17 iron. Are you open to a deal?""",1
"""I'd like to trade 46 wheat for 42 gold. Let me know if you're interested.""",1
"""I'm interested in trading 50 stones for 21 iron. Let me know if you're interested.""",1
"""I'd like to make a trade. I have 38 coal that I can offer for 2 aluminum.""",1
"""I'd like to make a trade. I have 39 iron that I can offer for 7 coal.""",1
"""I'm willing to exchange 30 coal for 35 gold. Is that something you'd be interested in?""",1
"""I'm interested in acquiring 50 iron and am willing to offer 15 stones in exchange. Are you open to a trade?""",1
"""If you're interested in trading, I have 6 coal that I'm willing to offer for 30 gold.""",1
"""I'm willing to trade 13 gold for 3 iron. Let me know if you're interested.""",1
"""I'd like to offer 30 coal in exchange for 19 wood. Let me know if you're interested in making a trade.""",1
"""I have 39 wheat that I'm looking to trade for 47 aluminum. Would you be open to that exchange?""",1
"""I'm willing to offer 47 horses for 43 wheat. Let me know if you're interested in making a trade.""",1
"""I'm looking to acquire 11 horses and am willing to offer 28 wood in exchange. Let me know if you're interested in a trade.""",1
"""I have 12 wheat that I'm looking to exchange for 39 wood. Are you open to a trade?""",1
"""I have 13 iron that I'm willing to trade for 34 aluminum. Would you be interested in making a deal?""",1
"""I'm interested in acquiring 37 coal and am willing to trade 47 stones in exchange. Would you consider the offer?""",1
"""I'm willing to trade 38 wood for 31 coal. Let me know if you're interested.""",1
"""I have 3 wood and I'm interested in trading them for 11 stones. Would you consider the offer?""",1
"""I'm interested in acquiring 9 iron and am willing to offer 24 horses in exchange. Let me know if you're interested in a trade.""",1
"""If you're interested in trading, I have 45 stones that I'm willing to offer for 12 horses.""",1
"""I'd like to make a trade. I have 36 coal that I'm willing to offer for 42 gold.""",1
"""I have 35 gold that I'm looking to trade for 28 iron. Would you be open to that exchange?""",1
"""I have 6 gold that I'm willing to trade for 15 stones. Are you open to a deal?""",1
"""I have 50 gold that I'm interested in trading for 16 coal. Would you consider the offer?""",1
"""I'd like to make a trade. I have 7 wheat that I'm willing to offer for 10 iron.""",1
"""I'm looking to diversify my assets and would like to trade 3 wheat for 15 stones. What do you think?""",1
"""I have 7 horses that I'm willing to offer in exchange for 29 wood. Let me know if you're interested in a trade.""",1
"""I'm interested in acquiring 46 stones and am willing to trade 49 aluminum in exchange. Would you be open to that?""",1
"""I'd like to acquire 29 wheat and am willing to offer 14 coal in exchange. Are you open to a trade?""",1
"""I have 37 wheat and I'm interested in trading them for 23 stones. Would you consider the offer?""",1
"""I'm willing to offer 48 gold for 30 stones. Let me know if you're interested in making a trade.""",1
"""I'm looking to acquire 11 stones and am willing to offer 31 wood in exchange. Let me know if you're interested in a trade.""",1
"""I'd like to offer 41 wheat for 46 aluminum. Would you be interested in making a trade?""",1
"""I'm interested in trading 30 wood for 42 coal. Would you be open to a trade?""",1
"""I'm willing to trade 34 wheat for 28 coal. Let me know if you're interested.""",1
"""I have 17 coal that I'm looking to exchange for 22 wood. Would you like to make a trade?""",1
"""I'm willing to trade 20 horses for 12 iron. Is that something you'd be interested in?""",1
"""I'm willing to offer 22 stones for 36 gold. Let me know if you're interested in making a trade.""",1
"""I'd like to acquire 32 aluminum and am willing to trade 29 coal in exchange. Let me know if you're interested in a deal.""",1
"""I'm looking to acquire 7 iron and am willing to offer 36 stones in exchange. Would you be interested?""",1
"""I'd like to make a trade. I have 13 coal that I can offer for 46 gold.""",1
"""I have 11 horses and am looking to exchange them for 37 aluminum. Would you be open to a trade?""",1
"""I have 39 wheat that I'm willing to offer in exchange for 7 coal. Let me know if you're interested in a trade.""",1
"""I'm interested in acquiring 45 iron and am willing to trade 49 wood in exchange. Would you consider the offer?""",1
"""Would you be willing to trade 5 iron for 31 gold ? Let me know.""",1
"""If you're interested in trading, I have 29 horses that I'm willing to offer for 32 stones.""",1
"""I'm interested in acquiring 21 wheat and am willing to offer 45 aluminum in exchange. Are you open to a trade?""",1
"""I have 14 stones that I'm looking to exchange for 2 gold. Would you like to make a trade?""",1
"""Would you be willing to trade 27 coal for 28 gold ? Let me know.""",1
"""How about we make a deal? I have 42 stones that I can trade for 38 coal.""",1
"""I'd like to make a trade. I have 33 iron that I can offer for 44 aluminum.""",1
"""I'm interested in acquiring 27 horses and am willing to offer 11 stones in exchange. Are you open to a trade?""",1
"""How about we make a deal? I have 12 gold that I can trade for 9 iron.""",1
"""I'm looking to diversify my assets and would like to trade 8 iron for 2 gold. Would you consider it?""",1
"""I'd like to make a trade. I have 15 stones that I'm willing to offer for 15 gold.""",1
"""I'm interested in acquiring 22 wood and am willing to offer 23 coal in exchange. Are you open to a trade?""",1
"""I'm looking to acquire 50 horses and am willing to offer 41 stones in exchange. Let me know if you're interested in a trade.""",1
"""I'd like to acquire 31 horses and can offer 25 iron in exchange. Would you be interested in trading?""",1
"""I'm interested in trading 22 wheat for 43 aluminum. Let me know if you'd like to make a deal.""",1
"""I'm willing to trade 17 wheat for 14 iron. Would you be interested in making a deal?""",1
"""I have 5 gold that I'm willing to exchange for 8 aluminum. Let me know if you're interested in a trade.""",1
"""I have 45 iron that I'm willing to offer in exchange for 12 coal. Let me know if you're interested in a trade.""",1
"""I have 29 wheat that I'm willing to offer in exchange for 10 gold. Let me know if you're interested in a trade.""",1
"""I'm interested in acquiring 20 gold and am willing to trade 32 coal in exchange. Would you be open to that?""",1
"""How about we make a deal? I have 36 iron and I'm interested in trading them for 6 horses.""",1
"""I'd like to acquire 34 iron and am willing to offer 32 horses in exchange. Are you interested in making a trade?""",1
"""I'm looking to diversify my holdings and would like to trade 40 coal for 19 wheat. Would you be interested?""",1
"""I'm interested in making a trade. I have 35 stones that I can offer for 28 horses. Would you consider it?""",1
"""I have 37 stones that I'm interested in trading for 40 coal. Would you consider the offer?""",1
"""I'm interested in trading 5 aluminum for 31 gold. What do you think?""",1
"""I'm willing to offer 40 horses for 9 wood. Let me know if you're interested in making a trade.""",1
"""I have 7 stones and am interested in exchanging them for 5 horses. Are you open to a trade?""",1
"""I have 10 horses that I'm willing to offer in exchange for 45 iron. Let me know if you're interested in a trade.""",1
"""I'm looking to trade 20 iron for 43 wood. Would you consider the offer?""",1
"""I'm looking to diversify my assets and would like to trade 30 stones for 49 aluminum. What do you think?""",1
"""I'm looking to acquire 3 coal and am willing to offer 36 horses in exchange. Let me know if you're interested in a trade.""",1
"""I have 41 horses that I can trade for 16 aluminum. Are you interested?""",1
"""I'm interested in trading 32 wood for 39 gold. Let me know if you'd like to make a deal.""",1
"""I'm willing to trade 31 coal for 43 wood. Let me know if you're interested.""",1
"""I'm willing to offer 11 wheat for 50 stones. Let me know if you're interested in making a trade.""",1
"""I'm interested in acquiring 25 iron. I have 8 stones that I can offer in exchange. Would you consider the trade?""",1
"""I'm willing to exchange 50 coal for 45 gold. Let me know if you're interested in a trade.""",1
"""I'm willing to trade 16 coal for 40 iron. Would you be interested in making a deal?""",1
"""I have 27 aluminum and am looking to trade them for 5 gold. Would you consider the offer?""",1
"""I have 44 horses and I'm interested in trading them for 21 wheat. Would you consider the offer?""",1
"""I have 10 stones and am looking to exchange them for 14 wood. Would you be open to a trade?""",1
"""I'd like to trade 49 iron for 28 aluminum. Let me know if you're interested.""",1
"""I'm willing to trade 5 coal for 19 wood. Let me know if you're interested.""",1
"""I'd like to offer 11 coal for 47 wheat. Are you open to a trade?""",1
"""I'm interested in acquiring 21 iron. I have 4 coal that I can offer in exchange. Would you consider the trade?""",1
"""I'm interested in acquiring 49 stones and am willing to offer 3 wood in exchange. Let me know if you're interested in a trade.""",1
"""I'm willing to offer 11 gold for 36 iron. Are you interested in making a trade?""",1
"""I'm looking to acquire 27 wood and am willing to offer 36 gold in exchange. Let me know if you're interested in a trade.""",1
"""I have 36 horses that I'm willing to trade for 14 wheat. Are you open to a deal?""",1
"""I'm willing to offer 39 wheat for 48 aluminum. Are you interested in making a trade?""",1
"""I'm looking to acquire 30 gold and am willing to trade 28 iron for them. Would you be interested?""",1
"""I have 35 iron and am looking to exchange them for 49 wood. Would you be open to a trade?""",1
"""I'd like to make a trade. I have 13 iron that I can offer for 25 wheat.""",1
"""I'd like to acquire 46 coal and am willing to offer 33 wood in exchange. Would you be interested in a trade?""",1
"""How about a trade? I have 17 aluminum that I can offer in exchange for 49 wood.""",1
"""I have 16 stones and am interested in exchanging them for 19 iron. Are you open to a trade?""",1
"""I have 7 wheat that I'm willing to exchange for 25 wood. Let me know if you're interested in a trade.""",1
"""I'm looking to acquire 5 iron and can offer 49 stones in exchange. Would you be interested in a trade?""",1
"""I have 6 stones that I'm willing to trade for 29 gold. Would you be interested?""",1
"""I have 9 gold that I'm willing to trade for 20 iron. Would you consider the offer?""",1
"""I'm interested in trading 8 wheat for 23 stones. What do you think?""",1
"""I'd like to offer 41 horses for 46 wheat. Are you open to a trade?""",1
"""I have 11 stones and am looking to exchange them for 32 wheat. Would you be open to a trade?""",1
"""I'm willing to exchange 8 horses for 18 wheat. Is that something you'd be interested in?""",1
"""I'd like to offer 34 iron for 11 wheat. Would you consider the trade?""",1
"""I'd like to acquire 12 wheat and am willing to offer 14 iron in exchange. Are you interested in making a trade?""",1
"""How about we make a deal? I have 50 coal and I'm interested in trading them for 15 wheat.""",1
"""I'd like to acquire 7 iron and am willing to offer 46 coal in exchange. Would you be interested in a trade?""",1
"""I have 44 gold and am interested in exchanging them for 5 coal. Are you open to a trade?""",1
"""I'd like to acquire 36 wood and can offer 50 coal in exchange. Would you be interested in trading?""",1
"""I'm willing to trade 12 wood for 19 iron. Let me know if you're interested.""",1
"""If you're interested in trading, I have 16 coal that I'm willing to offer for 30 horses.""",1
"""I'm willing to trade 19 coal for 21 wood. Let me know if you're interested.""",1
"""Would you be willing to trade 32 coal for 27 stones ? Let me know.""",1
